ENA.genome.ID_scholz;Genomes.list;Genome.ID;Genome.Name;NCBI.Taxon.ID;Genome.Status;Strain;Host.Name;R_Phenotype;Phenotype;Completion.Date;BioProject.Accession;BioSample.Accession;Assembly.Accession;GenBank.Accessions;Sequencing.Centers;Contigs;Genome.Length;GC.Content;PATRIC.CDS;Comments;Additional.Metadata;Coarse.Consistency;Fine.Consistency;Genome.Quality.Flags;Genome.Quality;Date.Inserted;Date.Modified;Host.species_scholz;Common.name_scholz;Supergroup_scholz
GCA_902647785;GCA_902647785.1_WOLB1094_genomic;244204,1103;uncultured Wolbachia sp. strain WOLB1094;244204;WGS;WOLB1094;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140743;GCA_902647785.1;CACRHI010000001,CACRHI010000002,CACRHI010000003,CACRHI010000004,CACRHI010000005,CACRHI010000006,CACRHI010000007;Centre for Integrative Biology (CIBIO), University of Trento;294;1124982;34,902782;1315;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,3;94,8;Low contig N50;Poor;2020-01-01T12:45:23.042Z;2020-01-01T12:45:23.042Z;Drosophila simulans;Fruit fly;A
GCA_902647795;GCA_902647795.1_WOLB1102_genomic;244204,1099;uncultured Wolbachia sp. strain WOLB1102;244204;WGS;WOLB1102;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140751;GCA_902647795.1;CACRHJ010000001,CACRHJ010000002,CACRHJ010000003,CACRHJ010000004,CACRHJ010000005,CACRHJ010000006,CACRHJ010000007;Centre for Integrative Biology (CIBIO), University of Trento;336;1111103;34,764645;1322;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,1;94,1;Low contig N50;Poor;2020-01-01T12:45:23.616Z;2020-01-01T12:45:23.616Z;Drosophila simulans;Fruit fly;A
GCA_902647805;GCA_902647805.1_WOLB1105_genomic;244204,1102;uncultured Wolbachia sp. strain WOLB1105;244204;WGS;WOLB1105;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140754;GCA_902647805.1;CACRHK010000001,CACRHK010000002,CACRHK010000003,CACRHK010000004,CACRHK010000005,CACRHK010000006,CACRHK010000007;Centre for Integrative Biology (CIBIO), University of Trento;332;1115793;34,832806;1304;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,3;94,2;Low contig N50;Poor;2020-01-01T12:45:24.713Z;2020-01-01T12:45:24.713Z;Drosophila simulans;Fruit fly;A
GCA_902647815;GCA_902647815.1_WOLB1109_genomic;244204,1098;uncultured Wolbachia sp. strain WOLB1109;244204;WGS;WOLB1109;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140758;GCA_902647815.1;CACRHL010000001,CACRHL010000002,CACRHL010000003,CACRHL010000004,CACRHL010000005,CACRHL010000006,CACRHL010000007;Centre for Integrative Biology (CIBIO), University of Trento;324;1089030;34,83182;1328;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,1;94,8;Low contig N50;Poor;2020-01-01T12:45:24.181Z;2020-01-01T12:45:24.181Z;Drosophila simulans;Fruit fly;A
GCA_902647825;GCA_902647825.1_WOLB1096_genomic;244204,1095;uncultured Wolbachia sp. strain WOLB1096;244204;WGS;WOLB1096;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140745;GCA_902647825.1;CACRHQ010000001,CACRHQ010000002,CACRHQ010000003,CACRHQ010000004,CACRHQ010000005,CACRHQ010000006,CACRHQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;323;1136837;35,034573;1349;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,6;95,3;Low contig N50;Poor;2020-01-01T12:45:13.780Z;2020-01-01T12:45:13.780Z;Drosophila simulans;Fruit fly;A
GCA_902647835;GCA_902647835.1_WOLB1098_genomic;244204,1096;uncultured Wolbachia sp. strain WOLB1098;244204;WGS;WOLB1098;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140747;GCA_902647835.1;CACRHN010000001,CACRHN010000002,CACRHN010000003,CACRHN010000004,CACRHN010000005,CACRHN010000006,CACRHN010000007;;311;1152922;35,07332;1345;Wolbachia metagenome-assembled genome;;98,2;95,5;;Good;2020-01-01T12:45:16.117Z;2020-01-01T12:45:16.117Z;Drosophila simulans;Fruit fly;A
GCA_902647845;GCA_902647845.1_WOLB1107_genomic;244204,1105;uncultured Wolbachia sp. strain WOLB1107;244204;WGS;WOLB1107;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140756;GCA_902647845.1;CACRHS010000001,CACRHS010000002,CACRHS010000003,CACRHS010000004,CACRHS010000005,CACRHS010000006,CACRHS010000007;Centre for Integrative Biology (CIBIO), University of Trento;336;1125183;34,840023;1355;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;93,9;Low contig N50;Poor;2020-01-01T12:45:15.592Z;2020-01-01T12:45:15.592Z;Drosophila simulans;Fruit fly;A
GCA_902647855;GCA_902647855.1_WOLB1104_genomic;244204,1097;uncultured Wolbachia sp. strain WOLB1104;244204;WGS;WOLB1104;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140753;GCA_902647855.1;CACRHX010000001,CACRHX010000002,CACRHX010000003,CACRHX010000004,CACRHX010000005,CACRHX010000006,CACRHX010000007;Centre for Integrative Biology (CIBIO), University of Trento;331;1115723;34,83051;1306;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,3;94,2;Low contig N50;Poor;2020-01-01T12:45:15.034Z;2020-01-01T12:45:15.034Z;Drosophila simulans;Fruit fly;A
GCA_902647865;GCA_902647865.1_WOLB1103_genomic;244204,1104;uncultured Wolbachia sp. strain WOLB1103;244204;WGS;WOLB1103;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140752;GCA_902647865.1;CACRHU010000001,CACRHU010000002,CACRHU010000003,CACRHU010000004,CACRHU010000005,CACRHU010000006,CACRHU010000007;Centre for Integrative Biology (CIBIO), University of Trento;332;1103885;34,79656;1335;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;94,5;Low contig N50;Poor;2020-01-01T12:45:14.432Z;2020-01-01T12:45:14.432Z;Drosophila simulans;Fruit fly;A
GCA_902647875;GCA_902647875.1_WOLB1108_genomic;244204,1178;uncultured Wolbachia sp. strain WOLB1108;244204;WGS;WOLB1108;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140757;GCA_902647875.1;CACRHO010000001,CACRHO010000002,CACRHO010000003,CACRHO010000004,CACRHO010000005,CACRHO010000006,CACRHO010000007;Centre for Integrative Biology (CIBIO), University of Trento;323;1087588;34,82909;1324;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,1;94,8;Low contig N50;Poor;2020-02-02T18:07:33.965Z;2020-02-02T18:07:33.965Z;Drosophila simulans;Fruit fly;A
GCA_902647885;GCA_902647885.1_WOLB1099_genomic;244204,11;uncultured Wolbachia sp. strain WOLB1099;244204;WGS;WOLB1099;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140748;GCA_902647885.1;CACRHR010000001,CACRHR010000002,CACRHR010000003,CACRHR010000004,CACRHR010000005,CACRHR010000006,CACRHR010000007;;311;1153017;35,070515;1355;Wolbachia metagenome-assembled genome;;98,2;95,5;;Good;2020-01-01T12:45:16.635Z;2020-01-01T12:45:16.635Z;Drosophila simulans;Fruit fly;A
GCA_902647895;GCA_902647895.1_WOLB1101_genomic;244204,1106;uncultured Wolbachia sp. strain WOLB1101;244204;WGS;WOLB1101;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140750;GCA_902647895.1;CACRHW010000001,CACRHW010000002,CACRHW010000003,CACRHW010000004,CACRHW010000005,CACRHW010000006,CACRHW010000007;Centre for Integrative Biology (CIBIO), University of Trento;336;1112175;34,75982;1316;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,1;94,1;Low contig N50;Poor;2020-01-01T12:45:22.542Z;2020-01-01T12:45:22.542Z;Drosophila simulans;Fruit fly;A
GCA_902647905;GCA_902647905.1_WOLB1106_genomic;244204,1111;uncultured Wolbachia sp. strain WOLB1106;244204;WGS;WOLB1106;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140755;GCA_902647905.1;CACRHV010000001,CACRHV010000002,CACRHV010000003,CACRHV010000004,CACRHV010000005,CACRHV010000006,CACRHV010000007;Centre for Integrative Biology (CIBIO), University of Trento;337;1122886;34,85296;1353;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;94,1;Low contig N50;Poor;2020-01-01T12:45:29.346Z;2020-01-01T12:45:29.346Z;Drosophila simulans;Fruit fly;A
GCA_902647915;GCA_902647915.1_WOLB1097_genomic;244204,111;uncultured Wolbachia sp. strain WOLB1097;244204;WGS;WOLB1097;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140746;GCA_902647915.1;CACRHT010000001,CACRHT010000002,CACRHT010000003,CACRHT010000004,CACRHT010000005,CACRHT010000006,CACRHT010000007;Centre for Integrative Biology (CIBIO), University of Trento;324;1138122;35,043694;1345;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,7;95,4;Low contig N50;Poor;2020-01-01T12:45:29.927Z;2020-01-01T12:45:29.927Z;Drosophila simulans;Fruit fly;A
GCA_902647925;GCA_902647925.1_WOLB1100_genomic;244204,1109;uncultured Wolbachia sp. strain WOLB1100;244204;WGS;WOLB1100;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140749;GCA_902647925.1;CACRHP010000001,CACRHP010000002,CACRHP010000003,CACRHP010000004,CACRHP010000005,CACRHP010000006,CACRHP010000007;Centre for Integrative Biology (CIBIO), University of Trento;332;1103175;34,78877;1335;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;94,4;Low contig N50;Poor;2020-01-01T12:45:50.576Z;2020-01-01T12:45:50.576Z;Drosophila simulans;Fruit fly;A
GCA_902647935;GCA_902647935.1_WOLB1114_genomic;244204,1116;uncultured Wolbachia sp. strain WOLB1114;244204;WGS;WOLB1114;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140763;GCA_902647935.1;CACRIB010000001,CACRIB010000002,CACRIB010000003,CACRIB010000004,CACRIB010000005,CACRIB010000006,CACRIB010000007;Centre for Integrative Biology (CIBIO), University of Trento;346;1092588;35,00075;1316;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;94,9;Low contig N50;Poor;2020-01-01T12:45:20.377Z;2020-01-01T12:45:20.377Z;Drosophila simulans;Fruit fly;A
GCA_902647945;GCA_902647945.1_WOLB1113_genomic;244204,1115;uncultured Wolbachia sp. strain WOLB1113;244204;WGS;WOLB1113;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140762;GCA_902647945.1;CACRHY010000001,CACRHY010000002,CACRHY010000003,CACRHY010000004,CACRHY010000005,CACRHY010000006,CACRHY010000007;Centre for Integrative Biology (CIBIO), University of Trento;334;1102846;34,830338;1329;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;94,2;Low contig N50;Poor;2020-01-01T12:45:20.919Z;2020-01-01T12:45:20.919Z;Drosophila simulans;Fruit fly;A
GCA_902647955;GCA_902647955.1_WOLB1111_genomic;244204,1114;uncultured Wolbachia sp. strain WOLB1111;244204;WGS;WOLB1111;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140760;GCA_902647955.1;CACRIA010000001,CACRIA010000002,CACRIA010000003,CACRIA010000004,CACRIA010000005,CACRIA010000006,CACRIA010000007;Centre for Integrative Biology (CIBIO), University of Trento;357;1078752;34,950016;1330;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,3;93,1;Low contig N50;Poor;2020-01-01T12:45:21.476Z;2020-01-01T12:45:21.476Z;Drosophila simulans;Fruit fly;A
GCA_902647965;GCA_902647965.1_WOLB1110_genomic;244204,1113;uncultured Wolbachia sp. strain WOLB1110;244204;WGS;WOLB1110;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140759;GCA_902647965.1;CACRHZ010000001,CACRHZ010000002,CACRHZ010000003,CACRHZ010000004,CACRHZ010000005,CACRHZ010000006,CACRHZ010000007;Centre for Integrative Biology (CIBIO), University of Trento;359;1080227;34,953857;1326;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,3;93,1;Low contig N50;Poor;2020-01-01T12:45:19.885Z;2020-01-01T12:45:19.885Z;Drosophila simulans;Fruit fly;A
GCA_902647975;GCA_902647975.1_WOLB1112_genomic;244204,1112;uncultured Wolbachia sp. strain WOLB1112;244204;WGS;WOLB1112;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140761;GCA_902647975.1;CACRID010000001,CACRID010000002,CACRID010000003,CACRID010000004,CACRID010000005,CACRID010000006,CACRID010000007;Centre for Integrative Biology (CIBIO), University of Trento;334;1103720;34,847244;1323;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;94,1;Low contig N50;Poor;2020-01-01T12:45:22.004Z;2020-01-01T12:45:22.004Z;Drosophila simulans;Fruit fly;A
GCA_902647985;GCA_902647985.1_WOLB1115_genomic;244204,1108;uncultured Wolbachia sp. strain WOLB1115;244204;WGS;WOLB1115;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140764;GCA_902647985.1;CACRIC010000001,CACRIC010000002,CACRIC010000003,CACRIC010000004,CACRIC010000005,CACRIC010000006,CACRIC010000007;Centre for Integrative Biology (CIBIO), University of Trento;348;1092572;34,995953;1320;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;94,8;Low contig N50;Poor;2020-01-01T12:45:19.356Z;2020-01-01T12:45:19.356Z;Drosophila simulans;Fruit fly;A
GCA_902647995;GCA_902647995.1_WOLB1120_genomic;244204,1107;uncultured Wolbachia sp. strain WOLB1120;244204;WGS;WOLB1120;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140769;GCA_902647995.1;CACRIF010000001,CACRIF010000002,CACRIF010000003,CACRIF010000004,CACRIF010000005,CACRIF010000006,CACRIF010000007;Centre for Integrative Biology (CIBIO), University of Trento;342;1083830;34,877426;1322;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;94,3;Low contig N50;Poor;2020-01-01T12:45:18.822Z;2020-01-01T12:45:18.822Z;Drosophila simulans;Fruit fly;A
GCA_902648005;GCA_902648005.1_WOLB1117_genomic;244204,1117;uncultured Wolbachia sp. strain WOLB1117;244204;WGS;WOLB1117;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140766;GCA_902648005.1;CACRIH010000001,CACRIH010000002,CACRIH010000003,CACRIH010000004,CACRIH010000005,CACRIH010000006,CACRIH010000007;Centre for Integrative Biology (CIBIO), University of Trento;353;1076394;34,714428;1327;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,9;93,1;Low contig N50;Poor;2020-01-01T12:50:05.199Z;2020-01-01T12:50:05.199Z;Drosophila simulans;Fruit fly;A
GCA_902648025;GCA_902648025.1_WOLB1119_genomic;244204,1121;uncultured Wolbachia sp. strain WOLB1119;244204;WGS;WOLB1119;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140768;GCA_902648025.1;CACRIG010000001,CACRIG010000002,CACRIG010000003,CACRIG010000004,CACRIG010000005,CACRIG010000006,CACRIG010000007;Centre for Integrative Biology (CIBIO), University of Trento;331;1077400;34,80128;1285;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,3;93,7;Low contig N50;Poor;2020-01-01T12:49:29.598Z;2020-01-01T12:49:29.598Z;Drosophila simulans;Fruit fly;A
GCA_902648035;GCA_902648035.1_WOLB1121_genomic;244204,1125;uncultured Wolbachia sp. strain WOLB1121;244204;WGS;WOLB1121;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140770;GCA_902648035.1;CACRIE010000001,CACRIE010000002,CACRIE010000003,CACRIE010000004,CACRIE010000005,CACRIE010000006,CACRIE010000007;Centre for Integrative Biology (CIBIO), University of Trento;343;1082813;34,888294;1323;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;94,1;Low contig N50;Poor;2020-01-01T12:45:27.336Z;2020-01-01T12:45:27.336Z;Drosophila simulans;Fruit fly;A
GCA_902648045;GCA_902648045.1_WOLB1116_genomic;244204,1126;uncultured Wolbachia sp. strain WOLB1116;244204;WGS;WOLB1116;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140765;GCA_902648045.1;CACRIJ010000001,CACRIJ010000002,CACRIJ010000003,CACRIJ010000004,CACRIJ010000005,CACRIJ010000006,CACRIJ010000007;Centre for Integrative Biology (CIBIO), University of Trento;351;1073608;34,730927;1327;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,9;93,1;Low contig N50;Poor;2020-01-01T12:45:25.255Z;2020-01-01T12:45:25.255Z;Drosophila simulans;Fruit fly;A
GCA_902648055;GCA_902648055.1_WOLB1131_genomic;244204,1124;uncultured Wolbachia sp. strain WOLB1131;244204;WGS;WOLB1131;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140780;GCA_902648055.1;CACRIR010000001,CACRIR010000002,CACRIR010000003,CACRIR010000004,CACRIR010000005,CACRIR010000006,CACRIR010000007;Centre for Integrative Biology (CIBIO), University of Trento;125;924157;32,09368;1064;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;96,8;;Good;2020-01-01T12:45:26.900Z;2020-01-01T12:45:26.900Z;Onchocerca volvulus;Nematode;C
GCA_902648065;GCA_902648065.1_WOLB1125_genomic;244204,1127;uncultured Wolbachia sp. strain WOLB1125;244204;WGS;WOLB1125;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140774;GCA_902648065.1;CACRJA010000001,CACRJA010000002,CACRJA010000003,CACRJA010000004,CACRJA010000005,CACRJA010000006,CACRJA010000007;Centre for Integrative Biology (CIBIO), University of Trento;345;1090961;34,756054;1320;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;94,8;Low contig N50;Poor;2020-01-01T12:45:26.351Z;2020-01-01T12:45:26.351Z;Drosophila simulans;Fruit fly;A
GCA_902648075;GCA_902648075.1_WOLB1123_genomic;244204,1122;uncultured Wolbachia sp. strain WOLB1123;244204;WGS;WOLB1123;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140772;GCA_902648075.1;CACRIT010000001,CACRIT010000002,CACRIT010000003,CACRIT010000004,CACRIT010000005,CACRIT010000006,CACRIT010000007;Centre for Integrative Biology (CIBIO), University of Trento;347;1070268;34,742607;1302;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,6;93,6;Low contig N50;Poor;2020-01-01T12:45:25.813Z;2020-01-01T12:45:25.813Z;Drosophila simulans;Fruit fly;A
GCA_902648085;GCA_902648085.1_WOLB1127_genomic;244204,112;uncultured Wolbachia sp. strain WOLB1127;244204;WGS;WOLB1127;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140776;GCA_902648085.1;CACRIV010000001,CACRIV010000002,CACRIV010000003,CACRIV010000004,CACRIV010000005,CACRIV010000006,CACRIV010000007;Centre for Integrative Biology (CIBIO), University of Trento;357;1044814;34,732018;1289;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,4;93,6;Low contig N50;Poor;2020-01-01T12:45:27.845Z;2020-01-01T12:45:27.845Z;Drosophila simulans;Fruit fly;A
GCA_902648095;GCA_902648095.1_WOLB1128_genomic;244204,1119;uncultured Wolbachia sp. strain WOLB1128;244204;WGS;WOLB1128;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140777;GCA_902648095.1;CACRIU010000001,CACRIU010000002,CACRIU010000003,CACRIU010000004,CACRIU010000005,CACRIU010000006,CACRIU010000007;Centre for Integrative Biology (CIBIO), University of Trento;389;1062622;33,969654;1240;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;96,6;93,1;Low contig N50;Poor;2020-01-01T12:45:28.827Z;2020-01-01T12:45:28.827Z;Aedes albopictus;Mosquito;B
GCA_902648105;GCA_902648105.1_WOLB1126_genomic;244204,1123;uncultured Wolbachia sp. strain WOLB1126;244204;WGS;WOLB1126;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140775;GCA_902648105.1;CACRIZ010000001,CACRIZ010000002,CACRIZ010000003,CACRIZ010000004,CACRIZ010000005,CACRIZ010000006,CACRIZ010000007;Centre for Integrative Biology (CIBIO), University of Trento;345;1092371;34,746803;1323;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,2;94,7;Low contig N50;Poor;2020-01-01T12:45:28.342Z;2020-01-01T12:45:28.342Z;Drosophila simulans;Fruit fly;A
GCA_902648115;GCA_902648115.1_WOLB1129_genomic;244204,1129;uncultured Wolbachia sp. strain WOLB1129;244204;WGS;WOLB1129;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140778;GCA_902648115.1;CACRIY010000001,CACRIY010000002,CACRIY010000003,CACRIY010000004,CACRIY010000005,CACRIY010000006,CACRIY010000007;Centre for Integrative Biology (CIBIO), University of Trento;385;846180;34,608;1358;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;95;89,9;"Low contig N50;Abnormal CDS ratio";Poor;2020-01-01T12:49:08.974Z;2020-01-01T12:49:08.974Z;Brugia pahangi;Nematode;D
GCA_902648125;GCA_902648125.1_WOLB1124_genomic;244204,1128;uncultured Wolbachia sp. strain WOLB1124;244204;WGS;WOLB1124;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140773;GCA_902648125.1;CACRIX010000001,CACRIX010000002,CACRIX010000003,CACRIX010000004,CACRIX010000005,CACRIX010000006,CACRIX010000007;Centre for Integrative Biology (CIBIO), University of Trento;358;1046318;34,74011;1296;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,4;93,6;Low contig N50;Poor;2020-01-01T12:53:03.487Z;2020-01-01T12:53:03.487Z;Drosophila simulans;Fruit fly;A
GCA_902648135;GCA_902648135.1_WOLB1122_genomic;244204,113;uncultured Wolbachia sp. strain WOLB1122;244204;WGS;WOLB1122;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140771;GCA_902648135.1;CACRIW010000001,CACRIW010000002,CACRIW010000003,CACRIW010000004,CACRIW010000005,CACRIW010000006,CACRIW010000007;Centre for Integrative Biology (CIBIO), University of Trento;347;1072871;34,735023;1310;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,7;93,8;Low contig N50;Poor;2020-01-01T12:53:03.996Z;2020-01-01T12:53:03.996Z;Drosophila simulans;Fruit fly;A
